NAME,SECTION,MEET,DAY,START,FINISH,NOTES
APS105H1F,,2,Wed,15:00,16:00,
APS105H1F,,3,Thu,15:00,16:00,
APS105H1F,PRA 01,1,Fri,14:00,16:00,
APS105H1F,,2,Tue,15:00,16:00,
APS105H1F,PRA 02,1,Thu,16:00,18:00,
APS105H1F,,2,Tue,15:00,16:00,
APS105H1F,PRA 03,1,Mon,14:00,16:00,
APS105H1F,,2,Tue,15:00,16:00,
APS105H1F,PRA 04,1,Fri,16:00,18:00,
APS105H1F,,2,Tue,15:00,16:00,
APS105H1F,TUT 01,1,Tue,16:00,17:00,
APS105H1F,TUT 02,1,Tue,14:00,15:00,
APS105H1F,TUT 03,1,Tue,14:00,15:00,
APS105H1F,TUT 04,1,Tue,14:00,15:00,
APS105H1F,TUT 05,1,Tue,14:00,15:00,
APS105H1F,TUT 06,1,Tue,14:00,15:00,
APS105H1F,TUT 07,1,Tue,16:00,17:00,
APS105H1F,TUT 08,1,Tue,16:00,17:00,
APS105H1F,TUT 09,1,Tue,14:00,15:00,
APS105H1F,TUT 10,1,Tue,16:00,17:00,
APS111H1F,LEC 01,1,Tue,9:00,10:00,
APS111H1F,,1,Tue,9:00,10:00,
APS111H1F,,1,Tue,9:00,10:00,
APS111H1F,,1,Tue,9:00,10:00,
APS111H1F,,2,Thu,9:00,10:00,
APS111H1F,,2,Thu,9:00,10:00,
APS111H1F,,2,Thu,9:00,10:00,
APS111H1F,,2,Thu,9:00,10:00,
APS111H1F,,3,Fri,9:00,10:00,
APS111H1F,,3,Fri,9:00,10:00,
APS111H1F,,3,Fri,9:00,10:00,
APS111H1F,,3,Fri,9:00,10:00,
APS111H1F,TUT 01,1,Mon,12:00,14:00,
APS111H1F,TUT 02,1,Mon,12:00,14:00,
APS111H1F,TUT 03,1,Mon,12:00,14:00,
APS111H1F,TUT 04,1,Mon,12:00,14:00,
APS111H1F,TUT 05,1,Mon,12:00,14:00,
APS111H1F,TUT 06,1,Mon,12:00,14:00,
APS111H1F,TUT 07,1,Mon,12:00,14:00,
APS111H1F,TUT 08,1,Mon,12:00,14:00,
APS111H1F,TUT 09,1,Mon,12:00,14:00,
APS111H1F,TUT 10,1,Mon,12:00,14:00,
APS111H1F,TUT 11,1,Wed,12:00,14:00,
APS111H1F,TUT 12,1,Wed,12:00,14:00,
APS111H1F,TUT 13,1,Wed,12:00,14:00,
APS111H1F,TUT 14,1,Wed,12:00,14:00,
APS111H1F,TUT 15,1,Wed,12:00,14:00,
APS111H1F,TUT 16,1,Wed,12:00,14:00,
APS111H1F,TUT 17,1,Wed,12:00,14:00,
APS111H1F,TUT 18,1,Wed,12:00,14:00,
APS111H1F,TUT 19,1,Wed,12:00,14:00,
APS111H1F,TUT 20,1,Wed,12:00,14:00,
APS111H1F,TUT 21,1,Thu,12:00,14:00,
APS111H1F,TUT 22,1,Thu,12:00,14:00,
APS111H1F,TUT 23,1,Thu,12:00,14:00,
APS111H1F,TUT 24,1,Thu,12:00,14:00,
APS111H1F,TUT 25,1,Thu,12:00,14:00,
APS111H1F,TUT 26,1,Thu,12:00,14:00,
APS111H1F,TUT 27,1,Thu,12:00,14:00,
APS111H1F,TUT 28,1,Thu,12:00,14:00,
APS111H1F,TUT 29,1,Thu,12:00,14:00,
APS111H1F,TUT 30,1,Thu,12:00,14:00,
APS111H1F,TUT 31,1,Thu,12:00,14:00,
APS113H1Y,TUT 01,1,Fri,14:00,16:00,
APS150H1F,TUT 01,1,Tue,18:00,19:00,
APS234H1F,LEC 01,1,Wed,18:00,20:00,
APS234H1F,,2,Thu,18:00,20:00,
APS234H1F,TUT 01,1,Wed,20:00,21:00,
APS301H1F,LEC 01,1,Tue,15:00,16:00,
APS301H1F,,2,Tue,16:00,17:00,
APS301H1F,,3,Tue,17:00,18:00,
APS301H1F,TUT 01,1,Tue,18:00,19:00,
APS320H1F,LEC 01,1,Mon,18:00,20:00,
APS320H1F,,1,Mon,18:00,20:00,
APS320H1F,TUT 01,1,Wed,18:00,20:00,
APS320H1F,,1,Wed,18:00,20:00,
APS321H1F,LEC 01,1,Mon,17:00,19:00,
APS321H1F,TUT 01,1,Wed,17:00,19:00,
APS325H1F,LEC 01,1,Mon,16:00,17:00,
APS325H1F,,2,Mon,17:00,18:00,
APS325H1F,TUT 01,1,Wed,16:00,17:00,
APS325H1F,,2,Wed,17:00,18:00,
APS443H1F,LEC 01,1,Mon,18:00,20:00,
APS443H1F,TUT 01,1,Tue,17:00,19:00,
APS490Y1Y,TUT 01,1,Thu,19:00,21:00,
APS510H1F,LEC 01,1,Tue,16:00,19:00,
APS510H1F,TUT 01,1,Thu,16:00,17:00,
BCH210H1F,LEC 01,1,Tue,10:00,11:00,
BCH210H1F,,2,Thu,10:00,11:00,
BCH210H1F,,3,Fri,10:00,11:00,
BCH210H1F,TUT 01,1,Thu,11:00,13:00,
BCH210H1F,TUT 02,1,Fri,11:00,13:00,
BME344H1F,LEC 01,1,Mon,15:00,16:00,
BME344H1F,,2,Wed,13:00,14:00,
BME344H1F,,3,Wed,14:00,15:00,
BME344H1F,TUT 01,1,Mon,16:00,17:00,
BME350H1F,LEC 01,1,Mon,13:00,14:00,
BME350H1F,,2,Mon,14:00,15:00,
BME350H1F,,3,Thu,12:00,13:00,
BME350H1F,PRA 01,1,Tue,10:00,12:00,
BME350H1F,,2,Thu,9:00,11:00,
BME350H1F,PRA 02,1,Tue,10:00,12:00,
BME350H1F,,2,Thu,9:00,11:00,
BME350H1F,PRA 03,1,Tue,10:00,12:00,
BME350H1F,,2,Thu,9:00,11:00,
BME395H1F,LEC 01,1,Tue,14:00,15:00,
BME395H1F,,2,Tue,15:00,16:00,
BME395H1F,,3,Fri,14:00,15:00,
BME395H1F,TUT 01,1,Thu,13:00,15:00,
BME428H1F,LEC 01,1,Thu,10:00,13:00,
BME428H1F,PRA 01,1,Thu,14:00,17:00,
BME428H1F,TUT 01,1,Thu,13:00,14:00,
BME455H1F,LEC 01,1,Mon,11:00,12:00,
BME455H1F,,2,Wed,11:00,12:00,
BME455H1F,,3,Thu,13:00,14:00,
BME455H1F,PRA 01,1,Mon,17:00,20:00,1
BME455H1F,TUT 01,1,Mon,13:00,14:00,
BME460H1F,LEC 01,1,Wed,15:00,17:00,
BME460H1F,,1,Wed,15:00,17:00,
BME460H1F,TUT 01,1,Wed,17:00,19:00,
BME479H1F,TUT 01,1,Tue,18:00,19:00,
CHE112H1F,LEC 01,1,Mon,11:00,12:00,
CHE112H1F,,2,Wed,11:00,12:00,
CHE112H1F,,3,Thu,11:00,12:00,
CHE112H1F,PRA 01,1,Thu,15:00,16:00,
CHE112H1F,TUT 01,1,Mon,15:00,16:00,
CHE112H1F,TUT 02,1,Mon,16:00,17:00,
CHE112H1F,TUT 03,1,Tue,15:00,16:00,
CHE112H1F,TUT 04,1,Tue,16:00,17:00,
CHE112H1F,TUT 05,1,Fri,15:00,16:00,
CHE112H1F,TUT 06,1,Fri,16:00,17:00,
CHE204H1Y,LEC 01,1,Wed,10:00,11:00,
CHE204H1Y,,2,Wed,12:00,13:00,
CHE204H1Y,PRA 01,1,Wed,11:00,14:00,
CHE204H1Y,,1,Wed,11:00,14:00,
CHE204H1Y,,2,Wed,15:00,18:00,
CHE204H1Y,,2,Wed,15:00,18:00,
CHE204H1Y,PRA 02,1,Thu,11:00,14:00,
CHE204H1Y,,1,Thu,11:00,14:00,
CHE204H1Y,,2,Thu,15:00,18:00,
CHE204H1Y,,2,Thu,15:00,18:00,
CHE208H1F,LEC 01,1,Tue,13:00,14:00,
CHE208H1F,,2,Mon,11:00,12:00,
CHE208H1F,,3,Wed,9:00,10:00,
CHE208H1F,TUT 01,1,Tue,14:00,16:00,
CHE208H1F,TUT 02,1,Tue,14:00,16:00,
CHE211H1F,LEC 01,1,Fri,13:00,14:00,
CHE211H1F,,2,Tue,9:00,10:00,
CHE211H1F,,3,Mon,15:00,16:00,
CHE211H1F,TUT 01,1,Mon,16:00,18:00,
CHE211H1F,TUT 02,1,Mon,16:00,18:00,
CHE220H1F,LEC 01,1,Tue,16:00,17:00,
CHE220H1F,,2,Tue,17:00,18:00,
CHE220H1F,,3,Fri,14:00,15:00,
CHE220H1F,TUT 01,1,Mon,9:00,10:00,
CHE220H1F,TUT 02,1,Mon,9:00,10:00,
CHE221H1F,LEC 01,1,Mon,13:00,14:00,
CHE221H1F,,2,Thu,9:00,10:00,
CHE221H1F,,3,Fri,9:00,10:00,
CHE221H1F,PRA 01,1,Thu,13:00,15:00,
CHE221H1F,,1,Thu,13:00,15:00,
CHE221H1F,PRA 02,1,Wed,11:00,13:00,
CHE221H1F,,1,Wed,11:00,13:00,
CHE221H1F,TUT 01,1,Thu,10:00,12:00,
CHE221H1F,TUT 02,1,Wed,14:00,16:00,
CHE249H1F,LEC 01,1,Tue,10:00,12:00,
CHE249H1F,,2,Fri,10:00,11:00,
CHE249H1F,TUT 01,1,Fri,11:00,12:00,
CHE260H1F,LEC 01,1,Mon,17:00,18:00,
CHE260H1F,,1,Mon,17:00,18:00,
CHE260H1F,,2,Tue,12:00,13:00,
CHE260H1F,,2,Tue,12:00,13:00,
CHE260H1F,,3,Thu,12:00,13:00,
CHE260H1F,,3,Thu,12:00,13:00,
CHE260H1F,PRA 01,1,Wed,9:00,12:00,
CHE260H1F,PRA 02,1,Wed,9:00,12:00,
CHE260H1F,PRA 03,1,Wed,14:00,17:00,
CHE260H1F,PRA 04,1,Wed,14:00,17:00,
CHE260H1F,TUT 01,1,Wed,16:00,17:00,
CHE260H1F,TUT 02,1,Fri,13:00,14:00,
CHE260H1F,TUT 03,1,Thu,14:00,15:00,
CHE260H1F,TUT 04,1,Thu,11:00,12:00,
CHE297Y1Y,LEC 01,1,Fri,18:00,19:00,
CHE297Y1Y,,1,Fri,18:00,19:00,
CHE298H1F,TUT 01,1,Mon,14:00,15:00,
CHE298H1F,,2,Fri,15:00,16:00,
CHE298H1F,TUT 02,1,Mon,14:00,15:00,
CHE298H1F,,2,Fri,15:00,16:00,
CHE298H1F,TUT 03,1,Mon,14:00,15:00,
CHE298H1F,,2,Fri,15:00,16:00,
CHE298H1F,TUT 04,1,Mon,14:00,15:00,
CHE298H1F,,2,Fri,15:00,16:00,
CHE298H1F,TUT 05,1,Mon,14:00,15:00,
CHE298H1F,,2,Fri,15:00,16:00,
CHE298H1F,TUT 06,1,Mon,14:00,15:00,
CHE298H1F,,2,Fri,15:00,16:00,
CHE308H1F,LEC 01,1,Wed,9:00,11:00,
CHE308H1F,,2,Thu,9:00,10:00,
CHE308H1F,TUT 01,1,Thu,10:00,11:00,
CHE323H1F,LEC 01,1,Mon,15:00,16:00,
CHE323H1F,,2,Wed,11:00,12:00,
CHE323H1F,,3,Thu,14:00,15:00,
CHE323H1F,TUT 01,1,Mon,16:00,18:00,
CHE323H1F,TUT 02,1,Mon,16:00,18:00,
CHE324H1F,LEC 01,1,Mon,10:00,11:00,
CHE324H1F,,2,Wed,9:00,10:00,
CHE324H1F,,3,Thu,10:00,11:00,
CHE324H1F,PRA 01,1,Tue,13:00,16:00,
CHE324H1F,,1,Tue,13:00,16:00,
CHE324H1F,,2,Fri,9:00,12:00,
CHE324H1F,,2,Fri,9:00,12:00,
CHE324H1F,PRA 02,1,Tue,13:00,16:00,
CHE324H1F,,1,Tue,13:00,16:00,
CHE324H1F,,2,Fri,9:00,12:00,
CHE324H1F,,2,Fri,9:00,12:00,
CHE324H1F,PRA 03,1,Tue,13:00,16:00,
CHE324H1F,,1,Tue,13:00,16:00,
CHE324H1F,,2,Fri,9:00,12:00,
CHE324H1F,,2,Fri,9:00,12:00,
CHE324H1F,TUT 01,1,Tue,11:00,13:00,
CHE324H1F,TUT 02,1,Fri,12:00,14:00,
CHE326H1F,PRA 01,1,Tue,10:00,16:00,
CHE326H1F,,1,Tue,10:00,16:00,
CHE326H1F,,2,Fri,9:00,15:00,
CHE326H1F,,2,Fri,9:00,15:00,
CHE326H1F,PRA 02,1,Tue,10:00,16:00,
CHE326H1F,,1,Tue,10:00,16:00,
CHE326H1F,,2,Fri,9:00,15:00,
CHE326H1F,,2,Fri,9:00,15:00,
CHE326H1F,PRA 03,1,Tue,10:00,16:00,
CHE326H1F,,1,Tue,10:00,16:00,
CHE326H1F,,2,Fri,9:00,15:00,
CHE326H1F,,2,Fri,9:00,15:00,
CHE332H1F,LEC 01,1,Mon,14:00,15:00,
CHE332H1F,,2,Wed,10:00,11:00,
CHE332H1F,,3,Thu,11:00,12:00,
CHE332H1F,TUT 01,1,Fri,15:00,17:00,
CHE332H1F,TUT 02,1,Fri,15:00,17:00,
CHE341H1F,LEC 01,1,Wed,9:00,10:00,
CHE341H1F,,2,Mon,9:00,11:00,
CHE341H1F,TUT 01,1,Wed,10:00,11:00,
CHE341H1F,TUT 02,1,Wed,12:00,13:00,
CHE353H1F,LEC 01,1,Mon,12:00,13:00,
CHE353H1F,,2,Tue,9:00,10:00,
CHE353H1F,,3,Wed,12:00,13:00,
CHE353H1F,TUT 01,1,Wed,17:00,18:00,
CHE353H1F,TUT 02,1,Tue,12:00,13:00,
CHE353H1F,TUT 03,1,Tue,12:00,13:00,
CHE353H1F,TUT 04,1,Wed,16:00,17:00,
CHE353H1F,TUT 05,1,Fri,11:00,12:00,
CHE374H1F,LEC 01,1,Wed,18:00,21:00,
CHE374H1F,TUT 01,1,Wed,13:00,14:00,
CHE374H1F,TUT 02,1,Wed,13:00,14:00,
CHE390H1F,LEC 01,1,Tue,16:00,17:00,
CHE390H1F,,2,Tue,17:00,18:00,
CHE390H1F,,3,Fri,14:00,15:00,
CHE390H1F,TUT 01,1,Mon,9:00,10:00,
CHE391H1F,LEC 01,1,Fri,9:00,10:00,
CHE391H1F,,2,Tue,13:00,14:00,
CHE391H1F,,3,Wed,15:00,16:00,
CHE391H1F,PRA 01,1,Fri,10:00,13:00,
CHE391H1F,,1,Fri,10:00,13:00,
CHE391H1F,TUT 01,1,Wed,16:00,17:00,
CHE430Y1F,EXT 01,1,Tue,17:00,19:00,
CHE430Y1F,,2,Thu,17:00,19:00,
CHE430Y1F,LEC 01,1,Fri,14:00,16:00,
CHE430Y1F,TUT 01,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 02,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 03,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 04,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 05,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 06,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 07,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 08,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 09,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 10,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 11,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 12,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 13,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 14,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 15,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 16,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 17,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE430Y1F,TUT 18,1,Tue,14:00,17:00,
CHE430Y1F,,2,Thu,14:00,17:00,
CHE451H1F,LEC 01,1,Tue,17:00,19:00,
CHE451H1F,,2,Thu,17:00,18:00,
CHE451H1F,TUT 01,1,Thu,18:00,19:00,
CHE466H1F,LEC 01,1,Mon,15:00,17:00,
CHE466H1F,,1,Mon,15:00,17:00,
CHE466H1F,,1,Mon,15:00,17:00,
CHE466H1F,,2,Wed,13:00,14:00,
CHE466H1F,,2,Wed,13:00,14:00,
CHE466H1F,,2,Wed,13:00,14:00,
CHE466H1F,PRA 01,1,Tue,8:00,11:00,
CHE466H1F,PRA 02,1,Fri,15:00,18:00,
CHE466H1F,TUT 01,1,Wed,15:00,16:00,
CHE467H1F,LEC 01,1,Mon,11:00,13:00,
CHE467H1F,,2,Wed,12:00,13:00,
CHE467H1F,TUT 01,1,Wed,13:00,14:00,
CHE499Y1Y,TUT 01,1,,,,
CHE562H1F,LEC 01,1,Tue,11:00,13:00,
CHE562H1F,TUT 01,1,Fri,12:00,13:00,
CHE565H1F,LEC 01,1,Tue,11:00,12:00,
CHE565H1F,,2,Thu,10:00,12:00,
CHE565H1F,TUT 01,1,Thu,9:00,10:00,
CHE566H1F,LEC 01,1,Mon,17:00,19:00,
CHE566H1F,,2,Wed,17:00,18:00,
CHE566H1F,TUT 01,1,Wed,18:00,19:00,
CHM410H1F,LEC 01,1,Tue,16:00,17:00,
CHM410H1F,,2,Thu,16:00,17:00,
CHM410H1F,PRA 01,1,Fri,9:00,13:00,
CHM434H1F,LEC 01,1,Thu,16:00,18:00,
CIV100H1F,LEC 01,1,Tue,10:00,11:00,
CIV100H1F,,2,Wed,10:00,11:00,
CIV100H1F,,3,Fri,10:00,11:00,
CIV100H1F,LEC 02,1,Mon,14:00,15:00,
CIV100H1F,,2,Tue,16:00,17:00,
CIV100H1F,,3,Thu,14:00,15:00,
CIV100H1F,LEC 03,1,Tue,10:00,11:00,
CIV100H1F,,2,Wed,10:00,11:00,
CIV100H1F,,3,Fri,10:00,11:00,
CIV100H1F,LEC 04,1,Mon,11:00,12:00,
CIV100H1F,,2,Wed,11:00,12:00,
CIV100H1F,,3,Thu,11:00,12:00,
CIV100H1F,LEC 05,1,Mon,10:00,11:00,
CIV100H1F,,2,Tue,11:00,12:00,
CIV100H1F,,3,Fri,13:00,14:00,
CIV100H1F,LEC 06,1,Mon,14:00,15:00,
CIV100H1F,,2,Thu,16:00,17:00,
CIV100H1F,,3,Thu,17:00,18:00,
CIV100H1F,LEC 07,1,Mon,9:00,10:00,
CIV100H1F,,2,Wed,9:00,10:00,
CIV100H1F,,3,Fri,13:00,14:00,
CIV100H1F,LEC 08,1,Mon,16:00,17:00,
CIV100H1F,,2,Mon,15:00,16:00,
CIV100H1F,,3,Wed,15:00,16:00,
CIV100H1F,TUT 01,1,Mon,14:00,16:00,
CIV100H1F,TUT 02,1,Fri,14:00,16:00,
CIV100H1F,TUT 03,1,Wed,15:00,17:00,
CIV100H1F,TUT 04,1,Thu,15:00,17:00,
CIV100H1F,TUT 05,1,Thu,16:00,18:00,
CIV100H1F,TUT 06,1,Mon,15:00,17:00,
CIV100H1F,TUT 07,1,Fri,14:00,16:00,
CIV100H1F,TUT 08,1,Wed,16:00,18:00,
CIV102H1F,LEC 01,1,Mon,13:00,14:00,
CIV102H1F,,2,Tue,14:00,15:00,
CIV102H1F,,3,Thu,14:00,15:00,
CIV102H1F,LEC 02,1,Mon,15:00,16:00,
CIV102H1F,,2,Tue,12:00,13:00,
CIV102H1F,,3,Thu,12:00,13:00,
CIV102H1F,PRA 01,1,Fri,16:00,17:00,
CIV102H1F,,1,Fri,16:00,17:00,
CIV102H1F,PRA 02,1,Thu,16:00,17:00,
CIV102H1F,,1,Thu,16:00,17:00,
CIV102H1F,PRA 03,1,Fri,10:00,11:00,
CIV102H1F,,1,Fri,10:00,11:00,
CIV102H1F,PRA 04,1,Tue,16:00,17:00,
CIV102H1F,,1,Tue,16:00,17:00,
CIV102H1F,TUT 01,1,Fri,15:00,16:00,
CIV102H1F,,1,Fri,15:00,16:00,
CIV102H1F,TUT 02,1,Thu,15:00,16:00,
CIV102H1F,,1,Thu,15:00,16:00,
CIV102H1F,TUT 03,1,Fri,9:00,10:00,
CIV102H1F,,1,Fri,9:00,10:00,
CIV102H1F,TUT 04,1,Tue,15:00,16:00,
CIV102H1F,,1,Tue,15:00,16:00,
CIV201H1F,LEC 01,1,,,,
CIV220H1F,LEC 01,1,Wed,16:00,17:00,
CIV220H1F,,2,Tue,12:00,13:00,
CIV220H1F,,3,Thu,12:00,13:00,
CIV220H1F,TUT 01,1,Wed,17:00,18:00,
CIV220H1F,TUT 02,1,Wed,17:00,18:00,
CIV280H1F,LEC 01,1,Mon,14:00,15:00,
CIV280H1F,,2,Fri,14:00,16:00,
CIV280H1F,TUT 01,1,Mon,15:00,17:00,
CIV280H1F,TUT 02,1,Mon,15:00,17:00,
CIV282H1F,LEC 01,1,Fri,11:00,12:00,
CIV282H1F,TUT 01,1,Fri,12:00,13:00,
CIV282H1F,TUT 02,1,Fri,12:00,13:00,
CIV282H1F,TUT 03,1,Fri,12:00,13:00,
CIV282H1F,TUT 04,1,Fri,12:00,13:00,
CIV282H1F,TUT 05,1,Fri,12:00,13:00,
CIV300H1F,LEC 01,1,Tue,17:00,18:00,
CIV300H1F,,2,Wed,14:00,16:00,
CIV300H1F,TUT 01,1,Tue,18:00,20:00,
CIV300H1F,TUT 02,1,Tue,18:00,20:00,
CIV300H1F,TUT 03,1,Tue,18:00,20:00,
CIV300H1F,TUT 04,1,Tue,18:00,20:00,
CIV300H1F,TUT 05,1,Tue,18:00,20:00,
CIV300H1F,TUT 06,1,Tue,18:00,20:00,
CIV300H1F,TUT 07,1,Tue,18:00,20:00,
CIV312H1F,LEC 01,1,Wed,16:00,18:00,
CIV312H1F,,2,Mon,13:00,14:00,
CIV312H1F,TUT 01,1,Thu,9:00,11:00,
CIV312H1F,TUT 02,1,Thu,9:00,11:00,
CIV324H1F,LEC 01,1,Mon,18:30,20:30,
CIV324H1F,,2,Thu,18:30,20:30,
CIV331H1F,LEC 01,1,Wed,14:00,16:00,
CIV331H1F,,2,Fri,13:00,14:00,
CIV331H1F,TUT 01,1,Fri,14:00,15:00,
CIV331H1F,TUT 02,1,Fri,14:00,15:00,
CIV342H1F,LEC 01,1,Mon,11:00,12:00,
CIV342H1F,,2,Thu,12:00,13:00,
CIV342H1F,,3,Thu,13:00,14:00,
CIV342H1F,PRA 01,1,Mon,14:00,16:00,2
CIV342H1F,PRA 02,1,Mon,14:00,16:00,1
CIV342H1F,PRA 03,1,Mon,16:00,18:00,1
CIV342H1F,PRA 04,1,Mon,16:00,18:00,2
CIV342H1F,PRA 05,1,Tue,8:30,10:30,1
CIV352H1F,LEC 01,1,Mon,9:00,10:00,
CIV352H1F,,2,Thu,12:00,13:00,
CIV352H1F,,3,Fri,10:00,11:00,
CIV352H1F,TUT 01,1,Fri,11:00,13:00,
CIV355H1F,LEC 01,1,Tue,15:00,16:00,
CIV355H1F,,2,Mon,14:00,16:00,
CIV355H1F,TUT 01,1,Tue,16:00,18:00,
CIV375H1F,LEC 01,1,Fri,10:00,11:00,
CIV375H1F,,2,Wed,12:00,14:00,
CIV375H1F,PRA 01,1,Tue,9:00,11:00,
CIV375H1F,PRA 02,1,Fri,11:00,13:00,
CIV375H1F,TUT 01,1,Fri,11:00,13:00,
CIV375H1F,TUT 02,1,Tue,9:00,11:00,
CIV382Y1Y,TUT 01,1,Fri,18:00,19:00,
CIV416H1F,LEC 01,1,Mon,10:00,12:00,
CIV416H1F,,2,Thu,11:00,12:00,
CIV416H1F,TUT 01,1,Thu,12:00,14:00,
CIV420H1F,LEC 01,1,Wed,16:00,18:00,
CIV420H1F,,2,Mon,12:00,13:00,
CIV420H1F,TUT 01,1,Mon,13:00,15:00,
CIV455H1F,LEC 01,1,Tue,14:00,15:00,
CIV455H1F,PRA 01,1,Thu,15:00,18:00,
CIV460H1F,LEC 01,1,Mon,12:00,13:00,
